first_input,second_input,output,real
Elendilmir,Aragorn,King Elessar,TRUE
Tom,tomcat,tomcat,TRUE
Tom,tomato,tomato,TRUE
animation,animation,movie,TRUE
car,accident,crash,TRUE
sleep,dream,nightmare,TRUE
dream,dream,nightmare,TRUE
octuplets,16,24,FALSE
Denmark,France,Danish,TRUE
zebra,crosswalk,zebra crossing,TRUE
double whopper,triple whopper,quadruple whopper,TRUE
mega whopper,triple whopper,quadruple whopper,TRUE
spinach,onyx,Popeye,TRUE
Nargothrond,forest,trees,TRUE
fall,leaf,autumn,TRUE
plague,Black Death,bubonic plague,TRUE
Industrial Revolution,Industrial Revolution,Industrial Revolution,TRUE
holy lake,Excalibur,King Arthur,TRUE
holy grail,Excalibur,King Arthur,TRUE
shirt,tuxedo,suit,TRUE
Excalibur,sword,King Arthur,TRUE
Terminator,Terminator,Terminator,TRUE
creepiest,creepiest,creepiest,TRUE
cat,tomcat,kitten,TRUE
tomcat,tomcat,kitten,TRUE
tomato,tomato,tomato plant,TRUE
Leia,Kylo Ren,Rey,TRUE
grandfather,wife,grandmother,TRUE
blob,ghost,slime,TRUE
alpha,beta,gamma,TRUE
octomom,octodecimom,octodecimomom,FALSE
accident,intersection,crossroads,TRUE
12,16,28,FALSE
pop tart,party,pop star,TRUE
father,grandfather,ancestor,TRUE
psychiatry,psychiatry,psychiatry,TRUE
medicine,psychiatry,psychopharmacology,TRUE
bed,bed,bedroom,TRUE
Spartan,Spartan,Spartan,TRUE
Trojan,Santa,condom,TRUE
creepier,creepiest,creepierest,TRUE
Numenor,Aragorn,Arathorn,TRUE
home,France,chateau,TRUE
octuplets,17,25,FALSE
octomom,octoplet,octomomlet,FALSE
zebra,road,crossing,TRUE
quadruplets,16,20,FALSE
fall,leaves,rake,TRUE
Numenor,Lothlorien,Middle-earth,TRUE
Silmaril,Numenor,palantir,TRUE
14,25,39,FALSE
quadruplets,19,23,FALSE
triplets,17,18,FALSE
The Children Of Hurin,Taur-nu-fuin,[not],FALSE
forest,Taur-nu-fuin,[not],FALSE
Taur-nu-fuin,Taur-nu-fuin,[not],FALSE
Turin,princess,[not],FALSE
crash,explosion,fire,TRUE
Aragorn,King Elessar,Lord of the Rings,TRUE
Versailles,Frenchman,king,TRUE
Arathorn,Aragorn,king,TRUE
Nargothrond,trees,forest,TRUE
trees,trees,forest,TRUE
Silmaril,palantir,ring,TRUE
Darth Vader,grandmother,Darth Vader,TRUE
epidemic,zombie apocalypse,zombie,TRUE
body,corpse,zombie,TRUE
necromancer,corpse,zombie,TRUE
muscle,corpse,zombie,TRUE
Finrod,warrior,elf,TRUE
horse,horse,unicorn,TRUE
horse,pegasus,unicorn,TRUE
blob,slime,monster,TRUE
cat,kitten,family,TRUE
Finrod,Morgoth,Sauron,TRUE
home,chateau,castle,TRUE
Santa,condom,Christmas,TRUE
Numenor,Arathorn,Aragorn,TRUE
Elendilmir,King Elessar,Aragorn,TRUE
King Elessar,Lord of the Rings,Aragorn,TRUE
tuxedo,suit,wedding,TRUE
Gwindor,superhero,Superman,TRUE
tomcat,kitten,cat,TRUE
kitten,kitten,cat,TRUE
Leia,Rey,Star Wars,TRUE
darkest night,Rey,Star Wars,TRUE
Versailles,king,palace,TRUE
Versailles,France,palace,TRUE
clothes,clothing,fashion,TRUE
clothing,tailor,fashion,TRUE
Trojan,condom,horse,TRUE
forest,trees,jungle,TRUE
human,horse,centaur,TRUE
centaur,horse,centaur,TRUE
horse,animal,centaur,TRUE
Nargothrond,Nienor,Turin,TRUE
Versailles,palace,France,TRUE
Nargothrond,Gwindor,Túrin,TRUE
Turin,Gwindor,Turgon,TRUE
Excalibur,King Arthur,sword,TRUE
Gwindor,Gwindor,Gwindor,TRUE
Gwindor,warrior,Gwindor,TRUE
pop star,human,Michael Jackson,TRUE
Han Solo,Ben Solo,Kylo Ren,TRUE
Ben Solo,Kylo Ren,Kylo Ren,TRUE
darkest night,Ben Solo,Kylo Ren,TRUE
Star Wars,Ben Solo,Kylo Ren,TRUE
Turin,Nienor,Nienor,TRUE
Nienor,Nienor,Nienor,TRUE
Black Death,bubonic plague,plague,TRUE
father,ancestor,grandfather,TRUE
ancestor,grandfather,grandfather,TRUE
tailor,cloth,clothes,TRUE
crash,crash,explosion,TRUE
dream,nightmare,sleep,TRUE
Euryale,Euryale,Medusa,TRUE
Euryale,Gorgon,Medusa,TRUE
horse,unicorn,pegasus,TRUE
factory,clothing,cloth,TRUE
tailor,tailor,cloth,TRUE
Stheno,Euryale,Gorgon,TRUE
Euryale,Medusa,Gorgon,TRUE
zombie,zombie apocalypse,zombie king,TRUE
shirt,suit,tuxedo,TRUE
suit,suit,tuxedo,TRUE
T-shirt,formal,tuxedo,TRUE
formal,formal,tuxedo,TRUE
Italy,Italy,Rome,TRUE
Italy,marriage,Rome,TRUE
gladiator,Italy,Rome,TRUE
oil,oil,oil drum,TRUE
Finrod,Sauron,Morgoth,TRUE
over,finished,done,TRUE
gone,finished,done,TRUE
Gwindor,Turgon,Glorfindel,TRUE
Gwindor,Glorfindel,Glorfindel,TRUE
finished,finished,complete,TRUE
done,finished,complete,TRUE
animation,movie,cartoon,TRUE
palace,Frenchman,Versailles,TRUE
octomomlet,octomomlet,octomom,TRUE
home,horse,stable,TRUE
Troy,horse,Trojan horse,TRUE
double whopper,quadruple whopper,triple whopper,TRUE
holy lake,King Arthur,Excalibur,TRUE
clothing,clothing,tailor,TRUE
cartoon,anime,manga,TRUE
anime,anime,manga,TRUE
Ben Solo,Ben Solo,Ben Solo,TRUE
France,Danish,Denmark,TRUE
Frenchman,Shakespeare,Moliere,TRUE
The Children Of Hurin,Nienor,tragedy,TRUE
Turin,Italy,Torino,TRUE
love,Italy,pizza,TRUE
plague,bubonic plague,Black Death,TRUE
bubonic plague,bubonic plague,Black Death,TRUE
zombie apocalypse,zombie apocalypse,zombie apocalypse,TRUE
zombie apocalypse,zombie king,zombie apocalypse,TRUE
fat,oil,lard,TRUE
crossroads,accident,traffic,TRUE
corpse,corpse,bone,TRUE
clothes,fashion,model,TRUE
clothing,fashion,style,TRUE
fashion,fashion,style,TRUE
King Elessar,King Elessar,King Elessar,TRUE
tomato,tomato plant,tomato soup,TRUE
tomato plant,tomato plant,tomato,TRUE
animation,anime,animation,TRUE
movie,movie,cinema,TRUE
crash,accident,wreck,TRUE
car,crash,wreck,TRUE
alpha,gamma,beta,TRUE
sleep,nightmare,insomnia,TRUE
nightmare,nightmare,nightmare,TRUE
quadruplets,20,24,FALSE
traffic light,red,stop,TRUE
Denmark,Danish,Danish,TRUE
Danish,Danish,Danish,TRUE
crossing,road,zebra,TRUE
zebra,zebra crossing,zebra crossing,TRUE
crosswalk,zebra crossing,zebra,TRUE
zebra crossing,zebra crossing,zebra crossing,TRUE
triple whopper,quadruple whopper,quadruple whopper,TRUE
quadruple whopper,quadruple whopper,quadruple whopper,TRUE
The Silmarillion,Finrod,Finrod Felagund,TRUE
fall,rake,leaf,TRUE
King Arthur,King Arthur,King Arthur,TRUE
tuxedo,formal,tux,TRUE
creepierest,creepierest,creepiest,TRUE
tailor,fashion,designer,TRUE
Frenchman,king,Louis,TRUE
Rey,Rey,Rey,TRUE
slime,slime,slime,TRUE
gamma,gamma,gamma,TRUE
beta,gamma,gamma,TRUE
octodecimomom,octodecimomom,octodecimomom,FALSE
intersection,crossroads,crossroads,TRUE
octodecimomom,octodecimom,octodecimomomom,FALSE
psychopharmacology,psychopharmacology,psychopharmacology,TRUE
medicine,psychopharmacology,Prozac,TRUE
bed,bedroom,bedroom,TRUE
bedroom,bedroom,bedroom,TRUE
12,28,40,FALSE
16,24,40,FALSE
16,28,44,FALSE
grandfather,grandmother,grandchild,TRUE
party,pop star,fan,TRUE
Numenor,Middle-earth,Akallabeth,TRUE
cloth,fashion,dress,TRUE
ghost,slime,slimeghost,FALSE
octuplets,24,32,FALSE
Trojan,horse,[not],FALSE
Gwindor,Superman,supergwindor,FALSE
creepierest,creepiest,creepiestest,FALSE
Numenor,Akallabeth,atlantis,TRUE
Trojan horse,Troy,war,TRUE
wreck,iceberg,Titanic,TRUE
bone,dinosaur,fossil,TRUE
Túrin,Arwen,Aragorn,TRUE
medicine,Prozac,cure,TRUE
Titanic,wreck,iceberg,TRUE
Túrin,Glaurung,Nargothrond,TRUE
love,pizza,marriage,TRUE
Túrin,tree,Ent,TRUE
Rome,Vatican,Pope,TRUE
clothes,model,fashion,TRUE
clothing,style,fashion,TRUE
style,style,fashion,TRUE
tailor,designer,fashion,TRUE
Batman,pizza,Joker,TRUE
stable,barn,horse,TRUE
Italy,Torino,Turin,TRUE
Túrin,princess,Turin,TRUE
Turin,Torino,Italy,TRUE
Italy,pizza,Italy,TRUE
Rome,Turin,Italy,TRUE
Gwindor,Túrin,Gwindor,TRUE
The Children Of Hurin,Túrin,Nienor,TRUE
Túrin,Nargothrond,Nienor,TRUE
tux,tux,penguin,TRUE
Jesus,Rome,Catholic,TRUE
lard,butter,butter,TRUE
designer,fashion,clothes,TRUE
nightmare,insomnia,sleep,TRUE
insomnia,insomnia,sleep,TRUE
horse,Trojan horse,Troy,TRUE
Italy,Rome,Vatican,TRUE
stop,traffic light,car,TRUE
tuxedo,tux,tuxedo,TRUE
formal,tux,tuxedo,TRUE
fashion,model,runway,TRUE
model,model,runway,TRUE
fashion,style,trend,TRUE
done,complete,finished,TRUE
complete,complete,complete,TRUE
Louis,Frenchman,Louis XIV,TRUE
cartoon,manga,anime,TRUE
Chewbacca,complete,Wookiee,FALSE
king,Louis,Louis XIV,TRUE
finished,complete,perfect,TRUE
sleep,insomnia,dream,TRUE
Louis,palace,Versailles,TRUE
Hamlet,Moliere,Tartuffe,TRUE
Trojan horse,Trojan horse,Trojan horse,TRUE
Nargothrond,Finrod Felagund,Finarfin,TRUE
Smaug,Túrin,dragon slayer,TRUE
Rome,Rome,colosseum,TRUE
tragedy,tragedy,comedy,TRUE
lard,lard,grease,TRUE
oil,lard,grease,TRUE
Trojan horse,war,victory,TRUE
horse,stable,stallion,TRUE
party,fan,fanatic,TRUE
Finrod Felagund,warrior,Beren,TRUE
Turgon,Finrod Felagund,Fingolfin,TRUE
Torino,Torino,Torino,TRUE
pizza,pizza,pizza,TRUE
oil,oil drum,oil tanker,TRUE
oil drum,human,robot,TRUE
corpse,bone,skeleton,TRUE
bone,bone,skeleton,TRUE
tomato,tomato soup,tomato soup,TRUE
tomato plant,tomato soup,tomato,TRUE
anime,manga,otaku,TRUE
car,wreck,crash,TRUE
dream,insomnia,nightmare,TRUE
home,stable,barn,TRUE
stable,stable,barn,TRUE
Moliere,Shakespeare,playwright,TRUE
Túrin,Nienor,Níniel,TRUE
oil drum,oil drum,oil barrel,TRUE
designer,designer,designer,TRUE
manga,manga,comic,TRUE
movie,cinema,film,TRUE
24,40,64,FALSE
car,stop,parking,TRUE
octodecimomomom,octodecimomomom,octodecimomomom,FALSE
red,stop,stop sign,TRUE
Prozac,Prozac,Prozac,TRUE
Rome,empire,Roman empire,TRUE
tomato soup,tomato soup,tomato stew,TRUE
cinema,cinema,theater,TRUE
Joker,Torino,fiat,TRUE
grandfather,grandchild,grandson,TRUE
dress,dress,wedding dress,TRUE
Túrin,Ent,Enturian,FALSE
slimeghost,slimeghost,slimeghost,FALSE
octodecimom,octodecimomomom,octodecimomomomom,FALSE
dragon slayer,dragon slayer,dragon,TRUE
bone,skeleton,dinosaur,TRUE
Smaug,dragon slayer,hobbit,TRUE
grandfather,grandson,family,TRUE
Wookie,perfect,Chewbacca,TRUE
skeleton,dinosaur,fossil,TRUE
Finarfin,family,Galadriel,TRUE
Finarfin,Arwen,Galadriel,TRUE
model,runway,fashion,TRUE
style,trend,fashion,TRUE
runway,trend,fashion,TRUE
Fingolfin,Silmaril,Feanor,TRUE
party,fanatic,politics,TRUE
wedding dress,wedding dress,bride,TRUE
stable,stallion,horse,TRUE
horse,stallion,horse,TRUE
stallion,stallion,horse,TRUE
fanatic,politics,terrorist,TRUE
fanatic,suicide bomber,terrorist,TRUE
beast,stallion,centaur,TRUE
war,victory,peace,TRUE
dragon slayer,Glaurung,Turin,TRUE
Versailles,Louis XIV,France,TRUE
Túrin,dragon slayer,Túrin,TRUE
perfect,Chewbacca,Wookie,TRUE
Denmark,playwright,Hamlet,TRUE
playwright,ghost,Shakespeare,TRUE
Gollum,dragon slayer,Bilbo Baggins,TRUE
lard,grease,butter,TRUE
grease,butter,butter,TRUE
Trojan horse,victory,Troy,TRUE
grease,grease,oil,TRUE
Joker,fiat,car,TRUE
parking,red,ticket,TRUE
oil barrel,oil barrel,oil drum,TRUE
runway,runway,airport,TRUE
finished,perfect,finished,TRUE
manga,otaku,anime,TRUE
manga,comic,anime,TRUE
perfect,perfect,perfect,TRUE
Tartuffe,Tartuffe,Tartuffe,TRUE
stop sign,traffic light,stoplight,TRUE
Moliere,Tartuffe,comedy,TRUE
Nienor,Níniel,Niënor Níniel,TRUE
Moliere,comedy,Tartuffe,TRUE
complete,perfect,finish,TRUE
victory,victory,victory,TRUE
Hamlet,Tartuffe,tragicomedy,TRUE
fanatic,terrorist,suicide bomber,TRUE
Tartuffe,comedy,Moliere,TRUE
Roman empire,Egypt,Cleopatra,TRUE
king,Roman empire,caesar,TRUE
Finarfin,Galadriel,Celeborn,TRUE
oil barrel,oil drum,oil tanker,TRUE
grease,oil,slick,TRUE
oil barrel,oil tanker,oil spill,TRUE
oil tanker,oil tanker,oil tanker,TRUE
oil drum,oil tanker,oil spill,TRUE
fashion,runway,model,TRUE
tomato soup,tomato stew,tomato,TRUE
tomato stew,tomato stew,tomato soup,TRUE
otaku,otaku,otaku,TRUE
cinema,theater,movie,TRUE
theater,theater,cinema,TRUE
movie,film,cinema,TRUE
cinema,film,movie,TRUE
film,film,movie,TRUE
comedy,comedy,laughter,TRUE
victory,peace,truce,TRUE
Fingolfin,Finarfin,Fingon,TRUE
tragedy,comedy,drama,TRUE
skeleton,skeleton,skull,TRUE
trend,trend,fad,TRUE
anime,otaku,weeb,TRUE
Frenchman,Louis XIV,Sun King,TRUE
Louis XIV,France,Sun King,TRUE
Louis XIV,Louis XIV,Louis Xvi,TRUE
64,44,108,FALSE
Finrod,Beren,Barahir,TRUE
comic,comic,comic book,TRUE
playwright,genie,Aladdin,TRUE
fiat,Italy,Ferrari,TRUE
Enturian,Enturian,Enturian,FALSE
trend,fashion,[not],FALSE
caesar,Cleopatra,love,TRUE
Silmaril,Feanor,sun,TRUE
emperor,caesar,god,TRUE
skeleton,skull,pirate,TRUE
parking,ticket,money,TRUE
Elrond,Celeborn,elf,TRUE
wreck,ticket,Titanic,TRUE
ticket,iceberg,Titanic,TRUE
finish,Wookie,Chewbacca,TRUE
ticket,Titanic,iceberg,TRUE
battle,Feanor,Feanorian,TRUE
trend,fad,fashion,TRUE
Niënor Níniel,Fingolfin,Túrin,TRUE
Chewbacca,finish,Wookie,TRUE
stoplight,stoplight,traffic jam,TRUE
Hamlet,tragicomedy,Shakespeare,TRUE
Feanor,family,curse,TRUE
Aladdin,genie,lamp,TRUE
Ferrari,Turin,Italy,TRUE
Beren,Barahir,Dior,TRUE
Níniel,Niënor Níniel,Nienor,TRUE
Feanor,child,Maedhros,TRUE
Cleopatra,emperor,pharaoh,TRUE
slick,slick,oil,TRUE
slick,grease,oil,TRUE
oil spill,oil spill,oil,TRUE
oil tanker,oil spill,oil,TRUE
runway,airport,plane,TRUE
red,ticket,ticket,TRUE
oil drum,oil spill,oil drum,TRUE
stoplight,traffic jam,anger,TRUE
Feanor,curse,Morgoth,TRUE
airport,airport,airport,TRUE
fad,fad,trend,TRUE
fad,fashion,trend,TRUE
airport,fashion,runway,TRUE
otaku,weeb,anime,TRUE
Frenchman,Sun King,Louis XIV,TRUE
France,Sun King,Louis XIV,TRUE
complete,finish,perfect,TRUE
stop sign,stoplight,stoplight,TRUE
Elendil,Feanor,Elendil the Tall,TRUE
Nienor,Niënor Níniel,Nienor Níniel,TRUE
Niënor Níniel,Niënor Níniel,Niënor Níniel,TRUE
tragicomedy,tragedy,comedy,TRUE
tragedy,drama,comedy,TRUE
butter,slick,grease,TRUE
Louis Xvi,Louis Xvi,Louis Xvii,TRUE
finish,finish,finish,TRUE
perfect,finish,finish,TRUE
king,caesar,emperor,TRUE
Tartuffe,tragicomedy,Moliere,TRUE
tragicomedy,tragicomedy,tragedy,TRUE
Feanor,Morgoth,Silmarillion,TRUE
Fingolfin,Fingon,Fingolfin,TRUE
Finarfin,Fingon,Fingolfin,TRUE
comedy,drama,tragedy,TRUE
drama,drama,tragedy,TRUE
dog,Feanor,Hound of Valinor,TRUE
Galadriel,Celeborn,Celebrian,TRUE
oil spill,oil,oil spill,TRUE
skull,skull,skeleton,TRUE
anime,weeb,otaku,TRUE
traffic light,stoplight,red light,TRUE
Fingon,Fingon,Fingon,TRUE
weeb,weeb,weeb,TRUE
Sun King,Sun King,Sun King,TRUE
64,108,172,FALSE
car,ticket,parking,TRUE
Cleopatra,love,Mark Antony,TRUE
skull,pirate,Jolly Roger,TRUE
comic,comic book,comic book,TRUE
comic book,comic book,comic book,TRUE
slick,oil,[not],FALSE
Cleopatra,Mark Antony,love,TRUE
Jolly Roger,pirate ship,pirate,TRUE
Celeborn,Celebrian,Celebrimbor,TRUE
Lord of the Rings,Elendil the Tall,Aragorn,TRUE
Feanorian,Feanorian,Feanorian,TRUE
Feanorian,Feanor,Feanorian,TRUE
Feanorian,Silmaril,Feanorian,TRUE
The Silmarillion,Elendil the Tall,The Lord of the Rings,TRUE
Dior,Dior,diorama,TRUE
airport,Dior,fashion,TRUE
Feanorian,Glorfindel,Feanor,TRUE
Jolly Roger,Jolly Roger,pirate ship,TRUE
Nienor Níniel,Gondolin,Túrin,TRUE
Beren,Dior,Luthien,TRUE
Celebrian,Elrond,Arwen,TRUE
Feanorian,battle,Noldor,TRUE
plane,plane,jet,TRUE
Maedhros,dragon,Glaurung,TRUE
Maedhros,Nargothrond,Maeglin,TRUE
airport,plane,airport,TRUE
runway,plane,airport,TRUE
Feanorian,Balrog,Glorfindel,TRUE
Louis Xvii,Louis Xvii,Louis Xviii,TRUE
Louis Xvi,Louis Xvii,Louis Xviii,TRUE
Louis XIV,Louis Xvii,Louis Xviii,TRUE
Elendil the Tall,Elendil the Tall,Elendil the Tall,TRUE
Nienor,Nienor Níniel,Nienor Níniel,TRUE
Niënor Níniel,Nienor Níniel,Nienor Níniel,TRUE
Nienor Níniel,Nienor Níniel,Nienor Níniel,TRUE
Níniel,Nienor Níniel,Nienor Níniel,TRUE
Feanorian,Galadriel,nerd,TRUE
Maedhros,family,tragedy,TRUE
Maedhros,Turgon,Fingolfin,TRUE
prison break,Feanorian,Elvish,TRUE
Silmarillion,Silmarillion,Silmarillion,TRUE
caesar,Mark Antony,Cleopatra,TRUE
Gandalf,Dior,dioramas,TRUE
Celebrian,Galadriel,Celeborn,TRUE
stoplight,red light,traffic,TRUE
traffic jam,anger,road rage,TRUE
Silmarillion,gryphon,eagle,TRUE
Morgoth,Silmarillion,Tolkien,TRUE
The Children Of Hurin,Feanorian,The Children Of Feanor,TRUE
traffic light,red light,stop,TRUE
red light,red light,red light,TRUE
anger,anger,rage,TRUE
108,172,280,FALSE
dog,Feanorian,hound,TRUE
Maedhros,Gondolin,tears,TRUE
Dior,fashion,couture,TRUE
Feanor,Silmarillion,[not],FALSE
Elendil,Elendil the Tall,[not],FALSE
Feanor,Elendil the Tall,[not],FALSE
dog,Hound of Valinor,[not],FALSE
Feanor,Hound of Valinor,[not],FALSE
Hound of Valinor,Hound of Valinor,[not],FALSE
Maeglin,princess,love,TRUE
Smaug,Luthien,dragon,TRUE
Maeglin,Smaug,dragon,TRUE
Celebrimbor,nerd,Lord of the Rings,TRUE
Louis Xviii,human,king,TRUE
diorama,egg,dinosaur,TRUE
nerd,Lord of the Rings,hobbit,TRUE
battle,Noldor,war,TRUE
Celebrimbor,Celebrimbor,Celebrimbor,TRUE
Celebrimbor,Sauron,ring,TRUE
Celebrimbor,Maedhros,ring,TRUE
Celebrimbor,elf,ring,TRUE
Celebrimbor,dwarf,ring,TRUE
Galadriel,nerd,Gollum,TRUE
Noldor,ship,elf,TRUE
Noldor,Elrond,elf,TRUE
Elvish,Elvish,elf,TRUE
animal,Luthien,werewolf,TRUE
Luthien,werewolf,werewolf,TRUE
Celebrimbor,One Ring,Sauron,TRUE
Celebrimbor,ring,Sauron,TRUE
Celebrimbor,Lord of the Rings,Sauron,TRUE
Celebrimbor,grandfather,Gandalf,TRUE
Noldor,Galadriel,Elrond,TRUE
Glorfindel,nerd,Elrond,TRUE
Elvish,Gondolin,Elrond,TRUE
Vilya,Celebrimbor,Elrond,TRUE
Celebrimbor,king,Aragorn,TRUE
Feanorian,Noldor,Feanorian,TRUE
Noldor,elf,Galadriel,TRUE
Celebrimbor,Celebrian,Galadriel,TRUE
Celebrimbor,Nenya,Galadriel,TRUE
omelette,diorama,egg,TRUE
dragon,Maeglin,Smaug,TRUE
Luthien,dragon,Smaug,TRUE
Dior,diorama,diorama,TRUE
trend,diorama,fashion,TRUE
couture,couture,fashion,TRUE
Noldor,fire,Balrog,TRUE
Celebrimbor,Father Time,Feanor,TRUE
Nargothrond,Maeglin,Gondolin,TRUE
Celebrimbor,city,Gondolin,TRUE
hound,Feanorian,Huan,TRUE
wormhole,dioramas,time travel,TRUE
jet,human,pilot,TRUE
The Children Of Feanor,Feanorian,The Feanorian Children,TRUE
Feanorian,Elvish,Noldor,TRUE
diorama,diorama,museum,TRUE
diorama,art,museum,TRUE
traffic jam,road rage,car accident,TRUE
anger,road rage,car accident,TRUE
Celebrimbor,Galadriel,Nenya,TRUE
Celebrimbor,Aragorn,Anduril,TRUE
Nargothrond,Luthien,Doriath,TRUE
Maedhros,Maeglin,Maeglin,TRUE
Maeglin,Maeglin,Maeglin,TRUE
Noldor,Balrog,Glorfindel,TRUE
Louis Xviii,Louis Xviii,Louis Xviii,TRUE
Feanorian,tears,Silmaril,TRUE
The Children Of Feanor,curse,oath,TRUE
Louis Xvi,Louis Xviii,Louis Xvii,TRUE
Louis XIV,Louis Xviii,Louis Xvii,TRUE
Celebrimbor,Feanor,nerd,TRUE
road rage,road rage,road rage,TRUE
jet,jet,jetpack,TRUE
nerd,Feanorian,Tolkien,TRUE
The Silmarillion,Luthien,Luthien and Beren,TRUE
Celebrimbor,Two Rings,Three Rings,TRUE
anger,rage,fury,TRUE
rage,rage,fury,TRUE
Louis Xvii,Louis Xviii,Louis Xix,TRUE
Lothlorien,Luthien,Lorien,TRUE
diorama,fashion,fashion show,TRUE
172,280,452,FALSE
diorama,curse,cursed diorama,TRUE
dioramas,time travel,history,TRUE
Celebrimbor,Elrond,Elessar,TRUE
Celebrimbor,Anduril,Narsil,TRUE
Celebrimbor,Gondolin,Nauglamir,TRUE
Celebrimbor,The Children Of Feanor,The Silmarils,TRUE
prison break,Elvish,[not],FALSE
Celebrimbor,Feanorian,[not],FALSE
Celebrimbor,Hound of Valinor,[not],FALSE
Dior,Luthien,[not],FALSE
airport,diorama,[not],FALSE
plane,jet,[not],FALSE
Huan,family,home,TRUE
Huan,human,love,TRUE
Doriath,Lothlorien,Middle Earth,TRUE
Two Rings,Three Rings,Lord of the Rings,TRUE
cursed diorama,The Feanorian Children,The Silmarillion,TRUE
Huan,love,angel,TRUE
The Feanorian Children,human,elf,TRUE
diorama,museum,art,TRUE
museum,judge,art,TRUE
Celebrimbor,Elessar,Aragorn,TRUE
Huan,Feanorian,Feanorian,TRUE
Doriath,angel,Galadriel,TRUE
oath,Feanorian,curse,TRUE
oath,Feanor,curse,TRUE
jet,jetpack,pilot,TRUE
Huan,Beren,Luthien,TRUE
Feanorian,The Feanorian Children,The Feanorian Children,TRUE
The Feanorian Children,The Silmarillion,The Feanorian Children,TRUE
The Feanorian Children,The Feanorian Children,The Feanorian Children,TRUE
The Children Of Feanor,The Feanorian Children,The Feanorian Children,TRUE
jetpack,astronaut,rocket,TRUE
Huan,sword,knight,TRUE
Huan,hound,dog,TRUE
Feanorian,Doriath,Noldor,TRUE
Doriath,Galadriel,Lothlorien,TRUE
plane,pilot,airplane,TRUE
human,pilot,astronaut,TRUE
jetpack,pilot,astronaut,TRUE
pilot,pilot,astronaut,TRUE
jet,pilot,airplane,TRUE
Huan,knight,paladin,TRUE
Celebrimbor,Narsil,Anduril,TRUE
rage,fury,anger,TRUE
Louis Xvii,Louis Xix,Louis Xviii,TRUE
Doriath,king,Thingol,TRUE
Louis Xviii,Louis Xix,Louis Xvii,TRUE
Celebrimbor,Nauglamir,ring of power,TRUE
Barahir,oath,Beren,TRUE
museum,museum,art museum,TRUE
anger,car accident,road rage,TRUE
road rage,car accident,road rage,TRUE
jetpack,jetpack,jetpack,TRUE
pilot,astronaut,cosmonaut,TRUE
The Feanorian Children,oath,Oath of Feanor,TRUE
The Feanorian Children,curse,The Oath of Feanor,TRUE
Maedhros,Huan,Fingon,TRUE
anger,fury,rage,TRUE
fury,fury,rage,TRUE
traffic jam,car accident,traffic accident,TRUE
car accident,car accident,car crash,TRUE
Louis Xix,Louis Xix,Louis Xix,TRUE
Celebrimbor,The Silmarils,The Rings of Power,TRUE
fashion show,fashion show,fashion show,TRUE
diorama,fashion show,fashion diorama,FALSE
280,452,732,FALSE
history,history,story,TRUE
The Silmarillion,Luthien and Beren,[not],FALSE
Luthien,Luthien and Beren,[not],FALSE
Luthien and Beren,Luthien and Beren,[not],FALSE
museum,art,[not],FALSE
Huan,Celeborn,[not],FALSE
Celebrimbor,Three Rings,[not],FALSE
Three Rings,Three Rings,triple ring,FALSE
ring of power,Gandalf,Lord of the Rings,TRUE
Celebrimbor,ring of power,Sauron,TRUE
Celebrimbor,The Rings of Power,Sauron,TRUE
ring of power,Lord of the Rings,Sauron,TRUE
The Rings of Power,The One Ring,The Lord of the Rings,TRUE
fashion diorama,diorama,fashion,TRUE
ring of power,Sauron,One Ring,TRUE
traffic accident,traffic accident,traffic jam,TRUE
airplane,human,pilot,TRUE
cosmonaut,space,alien,TRUE
Doriath,Thingol,Luthien,TRUE
Thingol,Dior,Dior Eluchil,TRUE
story,story,book,TRUE
jester,paladin,clown,TRUE
dioramas,art museum,wax museum,TRUE
car accident,traffic accident,car accident,TRUE
Huan,paladin,judge,TRUE
plane,airplane,airplane,TRUE
pilot,cosmonaut,astronaut,TRUE
cosmonaut,cosmonaut,astronaut,TRUE
airplane,airplane,airplane,TRUE
paladin,paladin,paladin,TRUE
pilot,airplane,flight,TRUE
The Rings of Power,The Rings of Power,The One Ring,TRUE
king,Thingol,Thingol,TRUE
Thingol,Thingol,Thingol,TRUE
jet,airplane,fighter,TRUE
ring of power,ring of power,ring of power,TRUE
museum,art museum,art museum,TRUE
art museum,art museum,art museum,TRUE
Joker,paladin,jester,TRUE
paladin,clown,jester,TRUE
knight,paladin,crusader,TRUE
traffic jam,traffic accident,traffic accident,TRUE
car accident,car crash,car wreck,TRUE
car crash,car crash,car crash,TRUE
astronaut,cosmonaut,space,TRUE
fashion diorama,fashion diorama,fashion diorama,FALSE
732,732,1464,FALSE
The Feanorian Children,Oath of Feanor,[not],FALSE
oath,Oath of Feanor,[not],FALSE
Oath of Feanor,Oath of Feanor,[not],FALSE
